net	togglecount	staticprob
key(127)		8		0.011291460832745237
key(126)		10		0.014114326040931546
key(125)		10		0.015525758645024701
key(124)		11		0.014114326040931546
key(123)		10		0.007057163020465773
key(122)		6		0.012702893436838392
key(121)		9		0.014114326040931546
key(120)		9		0.007057163020465773
key(119)		10		0.014114326040931546
key(118)		8		0.008468595624558928
key(117)		11		0.015525758645024701
key(116)		8		0.015525758645024701
key(115)		10		0.007057163020465773
key(114)		8		0.011291460832745237
key(113)		7		0.012702893436838392
key(112)		11		0.009880028228652082
key(111)		12		0.009880028228652082
key(110)		7		0.011291460832745237
key(109)		9		0.011291460832745237
key(108)		9		0.014114326040931546
key(107)		9		0.015525758645024701
key(106)		7		0.012702893436838392
key(105)		8		0.009880028228652082
key(104)		10		0.007057163020465773
key(103)		6		0.012702893436838392
key(102)		7		0.016937191249117856
key(101)		6		0.014114326040931546
key(100)		8		0.008468595624558928
key(99)		5		0.019760056457304165
key(98)		12		0.008468595624558928
key(97)		10		0.011291460832745237
key(96)		7		0.011291460832745237
key(95)		4		0.009880028228652082
key(94)		10		0.011291460832745237
key(93)		6		0.016937191249117856
key(92)		10		0.009880028228652082
key(91)		10		0.009880028228652082
key(90)		9		0.015525758645024701
key(89)		9		0.016937191249117856
key(88)		7		0.015525758645024701
key(87)		10		0.009880028228652082
key(86)		7		0.015525758645024701
key(85)		6		0.0056457304163726185
key(84)		6		0.014114326040931546
key(83)		11		0.011291460832745237
key(82)		10		0.015525758645024701
key(81)		11		0.012702893436838392
key(80)		10		0.012702893436838392
key(79)		10		0.012702893436838392
key(78)		8		0.011291460832745237
key(77)		7		0.016937191249117856
key(76)		5		0.007057163020465773
key(75)		9		0.009880028228652082
key(74)		13		0.011291460832745237
key(73)		8		0.008468595624558928
key(72)		11		0.011291460832745237
key(71)		13		0.014114326040931546
key(70)		6		0.007057163020465773
key(69)		15		0.012702893436838392
key(68)		8		0.008468595624558928
key(67)		10		0.012702893436838392
key(66)		8		0.012702893436838392
key(65)		10		0.014114326040931546
key(64)		12		0.009880028228652082
key(63)		10		0.012702893436838392
key(62)		11		0.011291460832745237
key(61)		13		0.015525758645024701
key(60)		11		0.012702893436838392
key(59)		5		0.015525758645024701
key(58)		6		0.011291460832745237
key(57)		12		0.009880028228652082
key(56)		10		0.011291460832745237
key(55)		9		0.015525758645024701
key(54)		9		0.014114326040931546
key(53)		8		0.008468595624558928
key(52)		7		0.007057163020465773
key(51)		9		0.012702893436838392
key(50)		13		0.015525758645024701
key(49)		10		0.008468595624558928
key(48)		10		0.014114326040931546
key(47)		14		0.012702893436838392
key(46)		6		0.004234297812279464
key(45)		4		0.016937191249117856
key(44)		7		0.014114326040931546
key(43)		7		0.011291460832745237
key(42)		7		0.015525758645024701
key(41)		6		0.009880028228652082
key(40)		7		0.012702893436838392
key(39)		11		0.012702893436838392
key(38)		10		0.016937191249117856
key(37)		8		0.009880028228652082
key(36)		12		0.012702893436838392
key(35)		10		0.016937191249117856
key(34)		10		0.012702893436838392
key(33)		9		0.015525758645024701
key(32)		10		0.011291460832745237
key(31)		11		0.011291460832745237
key(30)		12		0.012702893436838392
key(29)		8		0.012702893436838392
key(28)		12		0.009880028228652082
key(27)		11		0.011291460832745237
key(26)		10		0.011291460832745237
key(25)		11		0.012702893436838392
key(24)		11		0.014114326040931546
key(23)		7		0.012702893436838392
